pdbID,Ligand,Method,Resolution,Organism_Name,Organism_TaxID,EMDB_for_EMRelease,Pub_Title,Pub_Authors,Pub_Journal,Pub_Year,Pub_PubMed,Pub_DOI,Coord_File,EM_Map_File
4PBU,BCR,X-RAY DIFFRACTION,5.0,Thermosynechococcus vestitus BP-1,197221,N/A,Serial time-resolved crystallography of photosystem II using a femtosecond X-ray laser.,"Kupitz, C., Basu, S., Grotjohann, I., Fromme, R., Zatsepin, N.A., Rendek, K.N., Hunter, M.S., Shoeman, R.L., White, T.A., Wang, D., James, D., Yang, J.H., Cobb, D.E., Reeder, B., Sierra, R.G., Liu, H., Barty, A., Aquila, A.L., Deponte, D., Kirian, R.A., Bari, S., Bergkamp, J.J., Beyerlein, K.R., Bogan, M.J., Caleman, C., Chao, T.C., Conrad, C.E., Davis, K.M., Fleckenstein, H., Galli, L., Hau-Riege, S.P., Kassemeyer, S., Laksmono, H., Liang, M., Lomb, L., Marchesini, S., Martin, A.V., Messerschmidt, M., Milathianaki, D., Nass, K., Ros, A., Roy-Chowdhury, S., Schmidt, K., Seibert, M., Steinbrener, J., Stellato, F., Yan, L., Yoon, C., Moore, T.A., Moore, A.L., Pushkar, Y., Williams, G.J., Boutet, S., Doak, R.B., Weierstall, U., Frank, M., Chapman, H.N., Spence, J.C., Fromme, P.",Nature,2014,N/A,N/A,4PBU.cif,N/A
4PJ0,BCR,X-RAY DIFFRACTION,2.437,Thermosynechococcus vestitus BP-1,146786; 197221,N/A,Native-like Photosystem II Superstructure at 2.44 angstrom Resolution through Detergent Extraction from the Protein Crystal.,"Hellmich, J., Bommer, M., Burkhardt, A., Ibrahim, M., Kern, J., Meents, A., Muh, F., Dobbek, H., Zouni, A.",Structure,2014,N/A,N/A,4PJ0.cif,N/A
4PV1,BCR,X-RAY DIFFRACTION,3.0,Mastigocladus laminosus,83541,N/A,Traffic within the cytochrome b6f lipoprotein complex: gating of the quinone portal.,"Hasan, S.S., Proctor, E.A., Yamashita, E., Dokholyan, N.V., Cramer, W.A.",Biophys.J.,2014,N/A,N/A,4PV1.cif,N/A
4RKU,BCR,X-RAY DIFFRACTION,3.0,Pisum sativum,3888,N/A,Crystal structure of plant Photosystem I at 3.1 Angstrom resolution,"Mazor, Y., Borovikova, A., Greenberg, I., Nelson, N.",To be Published,N/A,N/A,N/A,4RKU.cif,N/A
4RVY,BCR,X-RAY DIFFRACTION,5.5,Thermosynechococcus vestitus BP-1,197221,N/A,Serial time-resolved crystallography of photosystem II using a femtosecond X-ray laser.,"Kupitz, C., Basu, S., Grotjohann, I., Fromme, R., Zatsepin, N.A., Rendek, K.N., Hunter, M.S., Shoeman, R.L., White, T.A., Wang, D., James, D., Yang, J.H., Cobb, D.E., Reeder, B., Sierra, R.G., Liu, H., Barty, A., Aquila, A.L., Deponte, D., Kirian, R.A., Bari, S., Bergkamp, J.J., Beyerlein, K.R., Bogan, M.J., Caleman, C., Chao, T.C., Conrad, C.E., Davis, K.M., Fleckenstein, H., Galli, L., Hau-Riege, S.P., Kassemeyer, S., Laksmono, H., Liang, M., Lomb, L., Marchesini, S., Martin, A.V., Messerschmidt, M., Milathianaki, D., Nass, K., Ros, A., Roy-Chowdhury, S., Schmidt, K., Seibert, M., Steinbrener, J., Stellato, F., Yan, L., Yoon, C., Moore, T.A., Moore, A.L., Pushkar, Y., Williams, G.J., Boutet, S., Doak, R.B., Weierstall, U., Frank, M., Chapman, H.N., Spence, J.C., Fromme, P.",Nature,2014,N/A,N/A,4RVY.cif,N/A
4TNH,BCR,X-RAY DIFFRACTION,4.90000680874,Thermosynechococcus vestitus BP-1,197221,N/A,Taking snapshots of photosynthetic water oxidation using femtosecond X-ray diffraction and spectroscopy.,"Kern, J., Tran, R., Alonso-Mori, R., Koroidov, S., Echols, N., Hattne, J., Ibrahim, M., Gul, S., Laksmono, H., Sierra, R.G., Gildea, R.J., Han, G., Hellmich, J., Lassalle-Kaiser, B., Chatterjee, R., Brewster, A.S., Stan, C.A., Glockner, C., Lampe, A., DiFiore, D., Milathianaki, D., Fry, A.R., Seibert, M.M., Koglin, J.E., Gallo, E., Uhlig, J., Sokaras, D., Weng, T.C., Zwart, P.H., Skinner, D.E., Bogan, M.J., Messerschmidt, M., Glatzel, P., Williams, G.J., Boutet, S., Adams, P.D., Zouni, A., Messinger, J., Sauter, N.K., Bergmann, U., Yano, J., Yachandra, V.K.",Nat Commun,2014,N/A,N/A,4TNH.cif,N/A
4TNI,BCR,X-RAY DIFFRACTION,4.6,Thermosynechococcus vestitus BP-1,197221,N/A,Taking snapshots of photosynthetic water oxidation using femtosecond X-ray diffraction and spectroscopy.,"Kern, J., Tran, R., Alonso-Mori, R., Koroidov, S., Echols, N., Hattne, J., Ibrahim, M., Gul, S., Laksmono, H., Sierra, R.G., Gildea, R.J., Han, G., Hellmich, J., Lassalle-Kaiser, B., Chatterjee, R., Brewster, A.S., Stan, C.A., Glockner, C., Lampe, A., DiFiore, D., Milathianaki, D., Fry, A.R., Seibert, M.M., Koglin, J.E., Gallo, E., Uhlig, J., Sokaras, D., Weng, T.C., Zwart, P.H., Skinner, D.E., Bogan, M.J., Messerschmidt, M., Glatzel, P., Williams, G.J., Boutet, S., Adams, P.D., Zouni, A., Messinger, J., Sauter, N.K., Bergmann, U., Yano, J., Yachandra, V.K.",Nat Commun,2014,N/A,N/A,4TNI.cif,N/A
4TNJ,BCR,X-RAY DIFFRACTION,4.5,Thermosynechococcus vestitus BP-1,197221,N/A,Taking snapshots of photosynthetic water oxidation using femtosecond X-ray diffraction and spectroscopy.,"Kern, J., Tran, R., Alonso-Mori, R., Koroidov, S., Echols, N., Hattne, J., Ibrahim, M., Gul, S., Laksmono, H., Sierra, R.G., Gildea, R.J., Han, G., Hellmich, J., Lassalle-Kaiser, B., Chatterjee, R., Brewster, A.S., Stan, C.A., Glockner, C., Lampe, A., DiFiore, D., Milathianaki, D., Fry, A.R., Seibert, M.M., Koglin, J.E., Gallo, E., Uhlig, J., Sokaras, D., Weng, T.C., Zwart, P.H., Skinner, D.E., Bogan, M.J., Messerschmidt, M., Glatzel, P., Williams, G.J., Boutet, S., Adams, P.D., Zouni, A., Messinger, J., Sauter, N.K., Bergmann, U., Yano, J., Yachandra, V.K.",Nat Commun,2014,N/A,N/A,4TNJ.cif,N/A
4TNK,BCR,X-RAY DIFFRACTION,5.2,Thermosynechococcus vestitus BP-1,197221,N/A,Taking snapshots of photosynthetic water oxidation using femtosecond X-ray diffraction and spectroscopy.,"Kern, J., Tran, R., Alonso-Mori, R., Koroidov, S., Echols, N., Hattne, J., Ibrahim, M., Gul, S., Laksmono, H., Sierra, R.G., Gildea, R.J., Han, G., Hellmich, J., Lassalle-Kaiser, B., Chatterjee, R., Brewster, A.S., Stan, C.A., Glockner, C., Lampe, A., DiFiore, D., Milathianaki, D., Fry, A.R., Seibert, M.M., Koglin, J.E., Gallo, E., Uhlig, J., Sokaras, D., Weng, T.C., Zwart, P.H., Skinner, D.E., Bogan, M.J., Messerschmidt, M., Glatzel, P., Williams, G.J., Boutet, S., Adams, P.D., Zouni, A., Messinger, J., Sauter, N.K., Bergmann, U., Yano, J., Yachandra, V.K.",Nat Commun,2014,N/A,N/A,4TNK.cif,N/A
4UB6,BCR,X-RAY DIFFRACTION,1.95,Thermostichus vulcanus,32053,N/A,Native structure of photosystem II at 1.95 angstrom resolution viewed by femtosecond X-ray pulses.,"Suga, M., Akita, F., Hirata, K., Ueno, G., Murakami, H., Nakajima, Y., Shimizu, T., Yamashita, K., Yamamoto, M., Ago, H., Shen, J.R.",Nature,2015,N/A,N/A,4UB6.cif,N/A
4UB8,BCR,X-RAY DIFFRACTION,1.95,Thermostichus vulcanus,32053,N/A,Native structure of photosystem II at 1.95 angstrom resolution viewed by femtosecond X-ray pulses.,"Suga, M., Akita, F., Hirata, K., Ueno, G., Murakami, H., Nakajima, Y., Shimizu, T., Yamashita, K., Yamamoto, M., Ago, H., Shen, J.R.",Nature,2015,N/A,N/A,4UB8.cif,N/A
4V62,BCR,X-RAY DIFFRACTION,2.9,Thermosynechococcus vestitus BP-1,197221,N/A,"Cyanobacterial photosystem II at 2.9-A resolution and the role of quinones, lipids, channels and chloride","Guskov, A., Kern, J., Gabdulkhakov, A., Broser, M., Zouni, A., Saenger, W.",Nat.Struct.Mol.Biol.,2009,N/A,N/A,4V62.cif,N/A
4V82,BCR,X-RAY DIFFRACTION,3.2,Thermosynechococcus vestitus BP-1,197221,N/A,Structural basis of cyanobacterial photosystem II Inhibition by the herbicide terbutryn,"Broser, M., Glockner, C., Gabdulkhakov, A., Guskov, A., Buchta, J., Kern, J., Muh, F., Dau, H., Saenger, W., Zouni, A.",J.Biol.Chem.,2011,N/A,N/A,4V82.cif,N/A
4XK8,BCR,X-RAY DIFFRACTION,2.8,Pisum sativum,3888,N/A,Structural basis for energy transfer pathways in the plant PSI-LHCI supercomplex,"Qin, X., Suga, M., Kuang, T., Shen, J.R.",Science,2015,N/A,N/A,4XK8.cif,N/A
4Y28,BCR,X-RAY DIFFRACTION,2.8,Pisum sativum,3888,N/A,The structure of plant photosystem I super-complex at 2.8 angstrom resolution.,"Mazor, Y., Borovikova, A., Nelson, N.",Elife,2015,N/A,N/A,4Y28.cif,N/A
4YUU,BCR,X-RAY DIFFRACTION,2.77000368116,Cyanidium caldarium,2771,N/A,Novel Features of Eukaryotic Photosystem II Revealed by Its Crystal Structure Analysis from a Red Alga,"Ago, H., Adachi, H., Umena, Y., Tashiro, T., Kawakami, K., Kamiya, N., Tian, L., Han, G., Kuang, T., Liu, Z., Wang, F., Zou, H., Enami, I., Miyano, M., Shen, J.-R.",J.Biol.Chem.,2016,N/A,N/A,4YUU.cif,N/A
5B5E,BCR,X-RAY DIFFRACTION,1.87,Thermostichus vulcanus,32053,N/A,Two Different Structures of the Oxygen-Evolving Complex in the Same Polypeptide Frameworks of Photosystem II,"Tanaka, A., Fukushima, Y., Kamiya, N.",J. Am. Chem. Soc.,2017,N/A,N/A,5B5E.cif,N/A
5B66,BCR,X-RAY DIFFRACTION,1.85,Thermostichus vulcanus,32053,N/A,Two Different Structures of the Oxygen-Evolving Complex in the Same Polypeptide Frameworks of Photosystem II,"Tanaka, A., Fukushima, Y., Kamiya, N.",J. Am. Chem. Soc.,2017,N/A,N/A,5B66.cif,N/A
5E79,BCR,X-RAY DIFFRACTION,3.5,Thermosynechococcus vestitus BP-1,197221,N/A,Macromolecular diffractive imaging using imperfect crystals.,"Ayyer, K., Yefanov, O.M., Oberthur, D., Roy-Chowdhury, S., Galli, L., Mariani, V., Basu, S., Coe, J., Conrad, C.E., Fromme, R., Schaffer, A., Dorner, K., James, D., Kupitz, C., Metz, M., Nelson, G., Xavier, P.L., Beyerlein, K.R., Schmidt, M., Sarrou, I., Spence, J.C., Weierstall, U., White, T.A., Yang, J.H., Zhao, Y., Liang, M., Aquila, A., Hunter, M.S., Robinson, J.S., Koglin, J.E., Boutet, S., Fromme, P., Barty, A., Chapman, H.N.",Nature,2016,N/A,N/A,5E79.cif,N/A
5E7C,BCR,X-RAY DIFFRACTION,4.5,Thermosynechococcus vestitus BP-1,197221,N/A,Macromolecular diffractive imaging using imperfect crystals.,"Ayyer, K., Yefanov, O.M., Oberthur, D., Roy-Chowdhury, S., Galli, L., Mariani, V., Basu, S., Coe, J., Conrad, C.E., Fromme, R., Schaffer, A., Dorner, K., James, D., Kupitz, C., Metz, M., Nelson, G., Xavier, P.L., Beyerlein, K.R., Schmidt, M., Sarrou, I., Spence, J.C., Weierstall, U., White, T.A., Yang, J.H., Zhao, Y., Liang, M., Aquila, A., Hunter, M.S., Robinson, J.S., Koglin, J.E., Boutet, S., Fromme, P., Barty, A., Chapman, H.N.",Nature,2016,N/A,N/A,5E7C.cif,N/A
5FCY,BCR,X-RAY DIFFRACTION,2.508,Nostoc sp. PCC 7120 = FACHB-418,103690,N/A,"Structure, Diversity, and Evolution of a New Family of Soluble Carotenoid-Binding Proteins in Cyanobacteria.","Melnicki, M.R., Leverenz, R.L., Sutter, M., Lopez-Igual, R., Wilson, A., Pawlowski, E.G., Perreau, F., Kirilovsky, D., Kerfeld, C.A.",Mol Plant,2016,N/A,N/A,5FCY.cif,N/A
5GTH,BCR,X-RAY DIFFRACTION,2.5,Thermostichus vulcanus,32053,N/A,Light-induced structural changes and the site of O=O bond formation in PSII caught by XFEL.,"Suga, M., Akita, F., Sugahara, M., Kubo, M., Nakajima, Y., Nakane, T., Yamashita, K., Umena, Y., Nakabayashi, M., Yamane, T., Nakano, T., Suzuki, M., Masuda, T., Inoue, S., Kimura, T., Nomura, T., Yonekura, S., Yu, L.J., Sakamoto, T., Motomura, T., Chen, J.H., Kato, Y., Noguchi, T., Tono, K., Joti, Y., Kameshima, T., Hatsui, T., Nango, E., Tanaka, R., Naitow, H., Matsuura, Y., Yamashita, A., Yamamoto, M., Nureki, O., Yabashi, M., Ishikawa, T., Iwata, S., Shen, J.R.",Nature,2017,N/A,N/A,5GTH.cif,N/A
5GTI,BCR,X-RAY DIFFRACTION,2.5,Thermostichus vulcanus,32053,N/A,Light-induced structural changes and the site of O=O bond formation in PSII caught by XFEL.,"Suga, M., Akita, F., Sugahara, M., Kubo, M., Nakajima, Y., Nakane, T., Yamashita, K., Umena, Y., Nakabayashi, M., Yamane, T., Nakano, T., Suzuki, M., Masuda, T., Inoue, S., Kimura, T., Nomura, T., Yonekura, S., Yu, L.J., Sakamoto, T., Motomura, T., Chen, J.H., Kato, Y., Noguchi, T., Tono, K., Joti, Y., Kameshima, T., Hatsui, T., Nango, E., Tanaka, R., Naitow, H., Matsuura, Y., Yamashita, A., Yamamoto, M., Nureki, O., Yabashi, M., Ishikawa, T., Iwata, S., Shen, J.R.",Nature,2017,N/A,N/A,5GTI.cif,N/A
5H2F,BCR,X-RAY DIFFRACTION,2.2,Thermosynechococcus vestitus BP-1,197221,N/A,Mutual relationships between structural and functional changes in a PsbM-deletion mutant of photosystem II.,"Uto, S., Kawakami, K., Umena, Y., Iwai, M., Ikeuchi, M., Shen, J.R., Kamiya, N.",Faraday Discuss.,2017,N/A,N/A,5H2F.cif,N/A
5KAF,BCR,X-RAY DIFFRACTION,3.00000997771,Thermosynechococcus vestitus BP-1,197221,N/A,Structure of photosystem II and substrate binding at room temperature.,"Young, I.D., Ibrahim, M., Chatterjee, R., Gul, S., Fuller, F.D., Koroidov, S., Brewster, A.S., Tran, R., Alonso-Mori, R., Kroll, T., Michels-Clark, T., Laksmono, H., Sierra, R.G., Stan, C.A., Hussein, R., Zhang, M., Douthit, L., Kubin, M., de Lichtenberg, C., Vo Pham, L., Nilsson, H., Cheah, M.H., Shevela, D., Saracini, C., Bean, M.A., Seuffert, I., Sokaras, D., Weng, T.C., Pastor, E., Weninger, C., Fransson, T., Lassalle, L., Brauer, P., Aller, P., Docker, P.T., Andi, B., Orville, A.M., Glownia, J.M., Nelson, S., Sikorski, M., Zhu, D., Hunter, M.S., Lane, T.J., Aquila, A., Koglin, J.E., Robinson, J., Liang, M., Boutet, S., Lyubimov, A.Y., Uervirojnangkoorn, M., Moriarty, N.W., Liebschner, D., Afonine, P.V., Waterman, D.G., Evans, G., Wernet, P., Dobbek, H., Weis, W.I., Brunger, A.T., Zwart, P.H., Adams, P.D., Zouni, A., Messinger, J., Bergmann, U., Sauter, N.K., Kern, J., Yachandra, V.K., Yano, J.",Nature,2016,N/A,N/A,5KAF.cif,N/A
5KAI,BCR,X-RAY DIFFRACTION,2.80000914773,Thermosynechococcus vestitus BP-1,197221,N/A,Structure of photosystem II and substrate binding at room temperature.,"Young, I.D., Ibrahim, M., Chatterjee, R., Gul, S., Fuller, F.D., Koroidov, S., Brewster, A.S., Tran, R., Alonso-Mori, R., Kroll, T., Michels-Clark, T., Laksmono, H., Sierra, R.G., Stan, C.A., Hussein, R., Zhang, M., Douthit, L., Kubin, M., de Lichtenberg, C., Vo Pham, L., Nilsson, H., Cheah, M.H., Shevela, D., Saracini, C., Bean, M.A., Seuffert, I., Sokaras, D., Weng, T.C., Pastor, E., Weninger, C., Fransson, T., Lassalle, L., Brauer, P., Aller, P., Docker, P.T., Andi, B., Orville, A.M., Glownia, J.M., Nelson, S., Sikorski, M., Zhu, D., Hunter, M.S., Lane, T.J., Aquila, A., Koglin, J.E., Robinson, J., Liang, M., Boutet, S., Lyubimov, A.Y., Uervirojnangkoorn, M., Moriarty, N.W., Liebschner, D., Afonine, P.V., Waterman, D.G., Evans, G., Wernet, P., Dobbek, H., Weis, W.I., Brunger, A.T., Zwart, P.H., Adams, P.D., Zouni, A., Messinger, J., Bergmann, U., Sauter, N.K., Kern, J., Yachandra, V.K., Yano, J.",Nature,2016,N/A,N/A,5KAI.cif,N/A
5L8R,BCR,X-RAY DIFFRACTION,2.6,Pisum sativum,3888,N/A,Structure of the plant photosystem I supercomplex at 2.6 angstrom resolution.,"Mazor, Y., Borovikova, A., Caspy, I., Nelson, N.",Nat Plants,2017,N/A,N/A,5L8R.cif,N/A
5MX2,BCR,X-RAY DIFFRACTION,2.197,Thermosynechococcus vestitus BP-1,197221,N/A,Structural insights into the light-driven auto-assembly process of the water-oxidizing Mn4CaO5-cluster in photosystem II.,"Zhang, M., Bommer, M., Chatterjee, R., Hussein, R., Yano, J., Dau, H., Kern, J., Dobbek, H., Zouni, A.",Elife,2017,N/A,N/A,5MX2.cif,N/A
5OY0,BCR,X-RAY DIFFRACTION,2.501,Synechocystis sp. PCC 6803,1148,N/A,Structure and function of wild-type and subunit-depleted photosystem I in Synechocystis.,"Malavath, T., Caspy, I., Netzer-El, S.Y., Klaiman, D., Nelson, N.",Biochim. Biophys. Acta,2018,N/A,N/A,5OY0.cif,N/A
5TIS,BCR,X-RAY DIFFRACTION,2.25000371562,Thermosynechococcus vestitus BP-1,197221,N/A,Structure of photosystem II and substrate binding at room temperature.,"Young, I.D., Ibrahim, M., Chatterjee, R., Gul, S., Fuller, F.D., Koroidov, S., Brewster, A.S., Tran, R., Alonso-Mori, R., Kroll, T., Michels-Clark, T., Laksmono, H., Sierra, R.G., Stan, C.A., Hussein, R., Zhang, M., Douthit, L., Kubin, M., de Lichtenberg, C., Vo Pham, L., Nilsson, H., Cheah, M.H., Shevela, D., Saracini, C., Bean, M.A., Seuffert, I., Sokaras, D., Weng, T.C., Pastor, E., Weninger, C., Fransson, T., Lassalle, L., Brauer, P., Aller, P., Docker, P.T., Andi, B., Orville, A.M., Glownia, J.M., Nelson, S., Sikorski, M., Zhu, D., Hunter, M.S., Lane, T.J., Aquila, A., Koglin, J.E., Robinson, J., Liang, M., Boutet, S., Lyubimov, A.Y., Uervirojnangkoorn, M., Moriarty, N.W., Liebschner, D., Afonine, P.V., Waterman, D.G., Evans, G., Wernet, P., Dobbek, H., Weis, W.I., Brunger, A.T., Zwart, P.H., Adams, P.D., Zouni, A., Messinger, J., Bergmann, U., Sauter, N.K., Kern, J., Yachandra, V.K., Yano, J.",Nature,2016,N/A,N/A,5TIS.cif,N/A
5V2C,BCR,X-RAY DIFFRACTION,1.9,Thermostichus vulcanus,32053,N/A,Chlorophyll a with a farnesyl tail in thermophilic cyanobacteria.,"Wiwczar, J.M., LaFountain, A.M., Wang, J., Frank, H.A., Brudvig, G.W.",Photosyn. Res.,2017,N/A,N/A,5V2C.cif,N/A
5WS5,BCR,X-RAY DIFFRACTION,2.35,Thermostichus vulcanus,32053,N/A,Light-induced structural changes and the site of O=O bond formation in PSII caught by XFEL.,"Suga, M., Akita, F., Sugahara, M., Kubo, M., Nakajima, Y., Nakane, T., Yamashita, K., Umena, Y., Nakabayashi, M., Yamane, T., Nakano, T., Suzuki, M., Masuda, T., Inoue, S., Kimura, T., Nomura, T., Yonekura, S., Yu, L.J., Sakamoto, T., Motomura, T., Chen, J.H., Kato, Y., Noguchi, T., Tono, K., Joti, Y., Kameshima, T., Hatsui, T., Nango, E., Tanaka, R., Naitow, H., Matsuura, Y., Yamashita, A., Yamamoto, M., Nureki, O., Yabashi, M., Ishikawa, T., Iwata, S., Shen, J.R.",Nature,2017,N/A,N/A,5WS5.cif,N/A
5WS6,BCR,X-RAY DIFFRACTION,2.35,Thermostichus vulcanus,32053,N/A,Light-induced structural changes and the site of O=O bond formation in PSII caught by XFEL.,"Suga, M., Akita, F., Sugahara, M., Kubo, M., Nakajima, Y., Nakane, T., Yamashita, K., Umena, Y., Nakabayashi, M., Yamane, T., Nakano, T., Suzuki, M., Masuda, T., Inoue, S., Kimura, T., Nomura, T., Yonekura, S., Yu, L.J., Sakamoto, T., Motomura, T., Chen, J.H., Kato, Y., Noguchi, T., Tono, K., Joti, Y., Kameshima, T., Hatsui, T., Nango, E., Tanaka, R., Naitow, H., Matsuura, Y., Yamashita, A., Yamamoto, M., Nureki, O., Yabashi, M., Ishikawa, T., Iwata, S., Shen, J.R.",Nature,2017,N/A,N/A,5WS6.cif,N/A
5XNL,BCR,ELECTRON MICROSCOPY,2.7,Pisum sativum,3888,EMD-6741,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNL.cif,emd_6741.map.gz
5XNM,BCR,ELECTRON MICROSCOPY,3.2,Pisum sativum,3888,EMD-6742,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNM.cif,emd_6742.map.gz
5XNN,BCR,ELECTRON MICROSCOPY,3.6,Pisum sativum,3888,EMD-6743,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNN.cif,emd_6743.map.gz
5XNO,BCR,ELECTRON MICROSCOPY,3.5,Pisum sativum,3888,EMD-6744,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNO.cif,emd_6744.map.gz
5ZF0,BCR,X-RAY DIFFRACTION,4.2,Thermosynechococcus vestitus BP-1,146786; 197221,N/A,X-ray structure of an asymmetrical trimeric ferredoxin-photosystem I complex,"Kubota-Kawai, H., Mutoh, R., Shinmura, K., Setif, P., Nowaczyk, M.M., Rogner, M., Ikegami, T., Tanaka, H., Kurisu, G.",Nat Plants,2018,N/A,N/A,5ZF0.cif,N/A
5ZGB,BCR,ELECTRON MICROSCOPY,3.63,Cyanidioschyzon merolae strain 10D,280699,EMD-6929,Unique organization of photosystem I-light-harvesting supercomplex revealed by cryo-EM from a red alga,"Pi, X., Tian, L., Dai, H.E., Qin, X., Cheng, L., Kuang, T., Sui, S.F., Shen, J.R.",Proc. Natl. Acad. Sci. U.S.A.,2018,N/A,N/A,5ZGB.cif,emd_6929.map.gz
5ZGH,BCR,ELECTRON MICROSCOPY,3.82,Cyanidioschyzon merolae strain 10D,280699,EMD-6930,Unique organization of photosystem I-light-harvesting supercomplex revealed by cryo-EM from a red alga,"Pi, X., Tian, L., Dai, H.E., Qin, X., Cheng, L., Kuang, T., Sui, S.F., Shen, J.R.",Proc. Natl. Acad. Sci. U.S.A.,2018,N/A,N/A,5ZGH.cif,emd_6930.map.gz
5ZJI,BCR,ELECTRON MICROSCOPY,3.3,Zea mays,381124; 4577,EMD-6932,Structure of the maize photosystem I supercomplex with light-harvesting complexes I and II.,"Pan, X., Ma, J., Su, X., Cao, P., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2018,N/A,N/A,5ZJI.cif,emd_6932.map.gz
5ZZN,BCR,X-RAY DIFFRACTION,2.1,Thermosynechococcus vestitus BP-1,197221,N/A,Thylakoid membrane lipid sulfoquinovosyl-diacylglycerol (SQDG) is required for full functioning of photosystem II inThermosynechococcus elongatus.,"Nakajima, Y., Umena, Y., Nagao, R., Endo, K., Kobayashi, K., Akita, F., Suga, M., Wada, H., Noguchi, T., Shen, J.R.",J. Biol. Chem.,2018,N/A,N/A,5ZZN.cif,N/A
6DHE,BCR,X-RAY DIFFRACTION,2.05,Thermosynechococcus vestitus BP-1,197221,N/A,Structures of the intermediates of Kok's photosynthetic water oxidation clock.,"Kern, J., Chatterjee, R., Young, I.D., Fuller, F.D., Lassalle, L., Ibrahim, M., Gul, S., Fransson, T., Brewster, A.S., Alonso-Mori, R., Hussein, R., Zhang, M., Douthit, L., de Lichtenberg, C., Cheah, M.H., Shevela, D., Wersig, J., Seuffert, I., Sokaras, D., Pastor, E., Weninger, C., Kroll, T., Sierra, R.G., Aller, P., Butryn, A., Orville, A.M., Liang, M., Batyuk, A., Koglin, J.E., Carbajo, S., Boutet, S., Moriarty, N.W., Holton, J.M., Dobbek, H., Adams, P.D., Bergmann, U., Sauter, N.K., Zouni, A., Messinger, J., Yano, J., Yachandra, V.K.",Nature,2018,N/A,N/A,6DHE.cif,N/A
6DHF,BCR,X-RAY DIFFRACTION,2.08,Thermosynechococcus vestitus BP-1,197221,N/A,Structures of the intermediates of Kok's photosynthetic water oxidation clock.,"Kern, J., Chatterjee, R., Young, I.D., Fuller, F.D., Lassalle, L., Ibrahim, M., Gul, S., Fransson, T., Brewster, A.S., Alonso-Mori, R., Hussein, R., Zhang, M., Douthit, L., de Lichtenberg, C., Cheah, M.H., Shevela, D., Wersig, J., Seuffert, I., Sokaras, D., Pastor, E., Weninger, C., Kroll, T., Sierra, R.G., Aller, P., Butryn, A., Orville, A.M., Liang, M., Batyuk, A., Koglin, J.E., Carbajo, S., Boutet, S., Moriarty, N.W., Holton, J.M., Dobbek, H., Adams, P.D., Bergmann, U., Sauter, N.K., Zouni, A., Messinger, J., Yano, J., Yachandra, V.K.",Nature,2018,N/A,N/A,6DHF.cif,N/A
6DHG,BCR,X-RAY DIFFRACTION,2.5,Thermosynechococcus vestitus BP-1,197221,N/A,Structures of the intermediates of Kok's photosynthetic water oxidation clock.,"Kern, J., Chatterjee, R., Young, I.D., Fuller, F.D., Lassalle, L., Ibrahim, M., Gul, S., Fransson, T., Brewster, A.S., Alonso-Mori, R., Hussein, R., Zhang, M., Douthit, L., de Lichtenberg, C., Cheah, M.H., Shevela, D., Wersig, J., Seuffert, I., Sokaras, D., Pastor, E., Weninger, C., Kroll, T., Sierra, R.G., Aller, P., Butryn, A., Orville, A.M., Liang, M., Batyuk, A., Koglin, J.E., Carbajo, S., Boutet, S., Moriarty, N.W., Holton, J.M., Dobbek, H., Adams, P.D., Bergmann, U., Sauter, N.K., Zouni, A., Messinger, J., Yano, J., Yachandra, V.K.",Nature,2018,N/A,N/A,6DHG.cif,N/A
